row_id,graph_gate,smiles_gate,tabular_gate
1000000,0.00011712635023286566,0.0002488708996679634,0.9996340274810791
1000001,0.00010930735152214766,0.00039843592094257474,0.9994922876358032
1000002,7.032409484963864e-05,0.00018233498849440366,0.9997473359107971
1000003,0.00012804144353140146,0.0004704750026576221,0.9994014501571655
1000004,0.0001315063564106822,0.00033715105382725596,0.9995312690734863
1000005,0.00011826663831016049,0.0002705165825318545,0.9996113181114197
1000006,0.00022951992286834866,0.0004771311650983989,0.999293327331543
1000007,6.400010170182213e-05,0.0001630975748412311,0.9997729659080505
1000008,0.0004097604542039335,0.0007198237581178546,0.9988704323768616
1000009,0.0004306008922867477,0.0006796894012950361,0.9988897442817688
1000010,0.00010481252684257925,0.00024747036513872445,0.9996476173400879
1000011,0.0003578539763111621,0.0005170360673218966,0.999125063419342
1000012,0.00046740402467548847,0.0009537346777506173,0.9985789060592651
1000013,0.00018461814033798873,0.0002535274834372103,0.9995618462562561
1000014,0.00014251895481720567,0.00034791399957612157,0.9995095729827881
1000015,0.00014371999714057893,0.0006958503508940339,0.9991604089736938
1000016,0.00022446061484515667,0.0004378138983156532,0.9993377327919006
1000017,0.00014429716975428164,0.00037642079405486584,0.999479353427887
1000018,0.00016628408047836274,0.00031810428481549025,0.9995155334472656
1000019,0.00023565386072732508,0.00033157653524540365,0.9994327425956726
1000020,0.00021093100076541305,0.00032561543048359454,0.9994634985923767
1000021,0.00016990938456729054,0.00036102370359003544,0.9994691014289856
1000022,0.00024238544574473053,0.0007324077887460589,0.9990252256393433
1000023,0.00018151798576582223,0.00040487907244823873,0.9994136095046997
1000024,0.00018599553732201457,0.00042646873043850064,0.9993875026702881
1000025,0.000273000739980489,0.0005490847397595644,0.999177873134613
1000026,0.0002291493583470583,0.0006313244812190533,0.9991395473480225
1000027,0.00028826246852986515,0.00036300148349255323,0.9993487000465393
1000028,0.00033641597838141024,0.0007895992021076381,0.9988740086555481
1000029,0.00022392967366613448,0.00039475210360251367,0.9993813037872314
1000030,0.00019139250798616558,0.00028940639458596706,0.9995192289352417
1000031,0.00042494916124269366,0.0006441912846639752,0.9989307522773743
1000032,0.00037690094904974103,0.0006977358134463429,0.9989253878593445
1000033,0.0005047312588430941,0.0006941793253645301,0.9988011121749878
1000034,0.000259847060078755,0.0003269719600211829,0.999413251876831
1000035,0.00019930044072680175,0.0004476338508538902,0.9993531107902527
1000036,0.00027487962506711483,0.0005206392961554229,0.9992044568061829
1000037,0.0003012422821484506,0.0003510985116008669,0.9993476271629333
1000038,0.00022272228670772165,0.0003169255214743316,0.9994603991508484
1000039,0.00016516643518116325,0.00045916420640423894,0.9993757605552673
1000040,0.0001628901663934812,0.0003056772693526,0.9995315074920654
1000041,0.00028324342565611005,0.0003889515937771648,0.9993277788162231
1000042,0.00014882019604556262,0.000188645557500422,0.9996625185012817
1000043,0.00012220193457324058,0.0002415193011984229,0.9996362924575806
1000044,0.0002914700598921627,0.0003604029770940542,0.9993481040000916
1000045,0.0001151266333181411,0.0003348595055285841,0.9995500445365906
1000046,0.000531763827893883,0.0008620849112048745,0.9986061453819275
1000047,0.00031634175684303045,0.0006932925316505134,0.9989903569221497
1000048,0.00019152372260577977,0.000443993165390566,0.99936443567276
1000049,0.00016695844533387572,0.00030053837690502405,0.9995325803756714
1000050,0.00014732463750988245,0.00026249559596180916,0.9995902180671692
1000051,0.00015538903244305402,0.00036969940993003547,0.9994749426841736
1000052,0.00023404996318276972,0.00038956780917942524,0.9993763566017151
1000053,0.0001264671445824206,0.00021033029770478606,0.999663233757019
1000054,0.00017989380285143852,0.0002612379612401128,0.9995588660240173
1000055,0.00019984376558568329,0.00027662600041367114,0.9995235204696655
1000056,0.00022176145284902304,0.0004564328701235354,0.9993218183517456
1000057,0.00011087085295002908,0.0002354255848331377,0.999653697013855
1000058,0.000406856182962656,0.001152300857938826,0.9984409213066101
1000059,0.00015221620560623705,0.0003224258834961802,0.9995254278182983
1000060,0.0007694041123613715,0.0008418976794928312,0.9983886480331421
1000061,0.0001508192508481443,0.00031875859713181853,0.9995304346084595
1000062,0.000634201685898006,0.0006815206143073738,0.9986842274665833
1000063,0.00016814671107567847,0.0004648766480386257,0.9993670582771301
1000064,0.0001259173732250929,0.000176862784428522,0.999697208404541
1000065,0.00023024815891403705,0.00046529530663974583,0.9993044137954712
1000066,0.00020412815501913428,0.000582609442062676,0.9992132186889648
1000067,0.0004951554001308978,0.0007259112317115068,0.9987788796424866
1000068,0.0005552712827920914,0.00037049161619506776,0.9990742206573486
1000069,0.0001116983185056597,0.0003368679608684033,0.9995514750480652
1000070,0.00034798550768755376,0.00032830494455993176,0.9993237257003784
1000071,0.00010595338972052559,0.0002637082652654499,0.999630331993103
1000072,0.000214166400837712,0.0002904139691963792,0.9994955062866211
1000073,0.00015511998208239675,0.0003166820097249001,0.999528169631958
1000074,0.00017839149222709239,0.0002365657564951107,0.9995850920677185
1000075,0.0005472179618664086,0.0007034692098386586,0.9987492561340332
1000076,0.0002467715530656278,0.0005239871679805219,0.9992291927337646
1000077,0.0002104436862282455,0.00037788020563311875,0.9994117021560669
1000078,0.00032392385764978826,0.0004161593387834728,0.999259889125824
1000079,0.00029997967067174613,0.0004783489275723696,0.999221682548523
1000080,0.00018074635590892285,0.0003845874161925167,0.9994346499443054
1000081,0.000294282945105806,0.0007216790691018105,0.9989840388298035
1000082,0.00016092949954327196,0.00035524892155081034,0.9994837045669556
1000083,0.00029069624724797904,0.0006513904663734138,0.999057948589325
1000084,8.392104791710153e-05,0.0001914462773129344,0.9997246861457825
1000085,0.00017604301683604717,0.0003369366459082812,0.9994869232177734
1000086,9.790347394300625e-05,0.00025897679734043777,0.999643087387085
1000087,0.00038653367664664984,0.0005450707394629717,0.9990683197975159
1000088,0.0003268596774432808,0.000511675258167088,0.9991614818572998
1000089,0.00010309410572517663,0.00018449862545821816,0.9997124075889587
1000090,0.0003410907811485231,0.00031641311943531036,0.9993425011634827
1000091,0.0001624430442461744,0.00022996924235485494,0.9996076226234436
1000092,0.00013634089555125684,0.00027335446793586016,0.9995903372764587
1000093,0.00013478052278514951,0.0002976579708047211,0.9995675683021545
1000094,0.0001479004422435537,0.0002387899294262752,0.999613344669342
1000095,8.478615200147033e-05,0.00019814133702311665,0.9997170567512512
1000096,0.00017265911446884274,0.0003718420339282602,0.9994555115699768
1000097,0.00039257327443920076,0.0006203324883244932,0.9989871382713318
1000098,0.00040820796857587993,0.0005686572403647006,0.9990230798721313
1000099,0.0003452439559623599,0.00040096903103403747,0.9992538094520569
1000100,0.00031232679612003267,0.0006350446492433548,0.9990527033805847
1000101,0.00017613869567867368,0.00034209241857752204,0.9994818568229675
1000102,0.0003859336138702929,0.0006395792588591576,0.9989744424819946
1000103,0.00022176063794177026,0.00047332336544059217,0.9993048906326294
1000104,0.00024627806851640344,0.0004571272584144026,0.9992966651916504
1000105,0.0004040422209072858,0.0006712160538882017,0.9989246726036072
1000106,0.0001319622533628717,0.00038354381103999913,0.9994844198226929
1000107,0.0003030633379239589,0.0005391843151301146,0.9991577863693237
1000108,0.0001769784721545875,0.00024647536338306963,0.9995766282081604
1000109,0.0001292213419219479,0.0003042457392439246,0.9995666146278381
1000110,0.0002535079256631434,0.0003589623956941068,0.9993875026702881
1000111,0.0002721408964134753,0.0005087302415631711,0.9992190599441528
